Gene_acc,Gene_id,WT1,WT2,WT3,Plus1,Plus2,Plus3,Desc
5181,Tb927.6.4750,63083.0,72333.0,65615.0,79994.0,77928.0,85986.0,"hypothetical protein, conserved"
5182,Tb927.5.3240,376640.0,427930.0,394670.0,447170.0,437490.0,437940.0,"hypothetical protein, conserved"
5183,Tb927.4.860,206850.0,224370.0,219780.0,234920.0,236710.0,232280.0,"hypothetical protein, conserved"
5184,Tb927.11.11220,3487900.0,3886000.0,3651500.0,3862900.0,3823100.0,3824000.0,"dynein heavy chain, putative"
5185,Tb927.10.4950,147010.0,166320.0,143200.0,174470.0,169180.0,175050.0,U2 small nuclear ribonucleoprotein 16.5K
5186,Tb927.8.1950,370440.0,424560.0,377190.0,502780.0,492690.0,488830.0,"hypothetical protein, conserved"
5187,Tb927.7.3560,1390800.0,1600100.0,1447000.0,1561400.0,1522900.0,1531900.0,Component of motile flagella 7
5188,Tb927.7.4750,159990.0,176930.0,162810.0,184750.0,185850.0,189900.0,"hypothetical protein, conserved"
5189,Tb927.4.3670,136830.0,160280.0,148450.0,192190.0,193920.0,186150.0,"CBF/Mak21 family, putative"
5190,Tb927.11.6400,90113.0,106750.0,93750.0,99061.0,101260.0,101670.0,"kinesin, putative"
5191,Tb927.3.3250,78385.0,94167.0,89385.0,110650.0,117550.0,113040.0,"hypothetical protein, conserved"
5192,Tb927.5.2080,778020.0,857910.0,799720.0,969520.0,945970.0,925780.0,GMP reductase
5193,Tb927.8.5400,442020.0,541810.0,492200.0,449540.0,445040.0,446680.0,"hypothetical protein, conserved"
5194,Tb927.10.12510,1489200.0,1665600.0,1550000.0,1938500.0,1924200.0,1915200.0,"P-type H+-ATPase, putative"
5195,Tb927.3.2110,118590.0,133880.0,131380.0,138330.0,146800.0,152400.0,Mitochondrial import inner membrane translocase subunit TIM50
5196,Tb927.8.8310,151280.0,172800.0,164730.0,195160.0,193060.0,189870.0,"chaperone protein DnaJ, putative"
5197,Tb927.10.12530,56120.0,52189.0,52152.0,65193.0,62014.0,65849.0,"chaperone protein DnaJ, putative"
5198,Tb927.11.4520,151940.0,179330.0,162930.0,178840.0,181520.0,176970.0,"hypothetical protein, conserved"
5199,Tb927.7.4390,54413.0,69720.0,58975.0,52784.0,53425.0,52795.0,"threonine synthase, putative"
5200,Tb927.11.9510,167820.0,188960.0,168460.0,175810.0,172610.0,171780.0,"nucleic acid binding protein, putative"
5201,Tb927.10.9910,167330.0,173080.0,165800.0,190570.0,201780.0,184050.0,"PSP1 C-terminal conserved region, putative"
5202,Tb927.11.5170,66588.0,76278.0,74969.0,87633.0,84679.0,82577.0,"ubiquitin activating enzyme, putative"
5203,Tb927.11.5550,320760.0,350460.0,343470.0,360370.0,362110.0,362410.0,DNA polymerase theta
5204,Tb927.11.4230,225110.0,257610.0,241110.0,292050.0,289110.0,285790.0,"hypothetical protein, conserved"
5205,Tb927.3.1490,62963.0,72296.0,65537.0,64861.0,62533.0,65868.0,"leucine-rich repeat protein (LRRP), putative"
5206,Tb927.3.2230,1174100.0,1339100.0,1187900.0,1208100.0,1149100.0,1177900.0,"succinyl-CoA synthetase alpha subunit, putative"
5207,Tb927.11.7370,76193.0,86925.0,73981.0,94538.0,82284.0,89434.0,"haloacid dehalogenase hydrolase, putative"
5208,Tb927.1.180,1305900.0,1484100.0,1368700.0,1509200.0,1485600.0,1486500.0,"retrotransposon hot spot protein 1 (RHS1), putative"
5209,Tb927.5.570,843400.0,985060.0,885970.0,960980.0,929960.0,922000.0,Bait on Hook 2
5210,Tb927.11.5190,662890.0,781280.0,691910.0,760960.0,727510.0,742740.0,"leucine-rich repeat protein (LRRP), putative"
5211,Tb927.7.4450,360980.0,409840.0,368980.0,433880.0,420020.0,413210.0,SUMO-interacting motif-containing protein
5212,Tb927.9.2240,103670.0,93669.0,96806.0,117140.0,108730.0,114170.0,"Pseudokinase, putative"
5213,Tb927.11.6260,110490.0,128750.0,115330.0,116290.0,108860.0,116480.0,"hypothetical protein, conserved"
5214,Tb927.5.2500,345320.0,394760.0,360150.0,387060.0,388960.0,388850.0,"hypothetical protein, conserved"
5215,Tb927.10.13740,249860.0,278370.0,250950.0,265060.0,259690.0,250930.0,"synaptotagmin, putative"
5216,Tb927.11.13400,755540.0,851530.0,798170.0,873420.0,862920.0,863840.0,"Bromodomain, putative"
5217,Tb11.v5.0585,26741.0,31605.0,27448.0,34244.0,33369.0,34782.0,"separase, putative"
5218,Tb927.6.1550,162870.0,184180.0,168350.0,123330.0,122570.0,121110.0,"Leucine-rich repeat, ribonuclease inhibitor subtype domain-containing protein"
5219,Tb927.11.9850,26934.0,27449.0,29145.0,30389.0,29053.0,28901.0,"hypothetical protein, conserved"
5220,Tb927.9.8160,201800.0,230940.0,207790.0,230890.0,228870.0,224260.0,"chaperone protein DnaJ, putative"
5221,Tb927.10.880,249110.0,279470.0,257220.0,306230.0,297990.0,298440.0,thymidine kinase
5222,Tb927.8.800,626030.0,710560.0,653510.0,650140.0,655040.0,658380.0,"Domain of unknown function (DUF3437), putative"
5223,Tb927.8.3810,122530.0,144970.0,123920.0,145010.0,139760.0,140870.0,"hypothetical protein, conserved"
5224,Tb927.3.4820,126170.0,139250.0,134440.0,186900.0,183440.0,183130.0,"acyltransferase, putative"
5225,Tb927.10.4460,163510.0,174080.0,174630.0,177280.0,170830.0,184050.0,"leucine carboxyl methyltransferase, putative"
5226,Tb927.3.3130,932270.0,1049200.0,973870.0,1250700.0,1237100.0,1244700.0,Present in the outer mitochondrial membrane proteome 24
5227,Tb927.5.1940,251090.0,286350.0,266260.0,315910.0,315570.0,315730.0,"hypothetical protein, conserved"
5228,Tb927.5.2520,189140.0,215870.0,202720.0,244100.0,237990.0,241270.0,"TPR repeat, putative"
5229,Tb927.8.720,21931.0,26039.0,26085.0,27853.0,28652.0,28716.0,"Cytosolic iron-sulfur protein assembly 2B, putative"
5230,Tb927.7.4460,389010.0,446880.0,402160.0,442850.0,433200.0,436510.0,"von Willebrand factor type A domain containing protein, putative"
5231,Tb927.8.1540,472010.0,537050.0,489980.0,527990.0,533890.0,511760.0,"hypothetical protein, conserved"
5232,Tb927.11.5430,494660.0,555590.0,505230.0,483500.0,481970.0,488800.0,"DNA repair and recombination protein RAD54, putative"
5233,Tb927.7.190,757680.0,848420.0,779280.0,877560.0,852320.0,853310.0,"thimet oligopeptidase, putative"
5234,Tb927.9.7700,114390.0,124660.0,117630.0,160090.0,162760.0,160600.0,"palmitoyl acyltransferase 1, putative"
5235,Tb927.11.12980,194510.0,217390.0,194100.0,192890.0,182110.0,183870.0,"hypothetical protein, conserved"
5236,Tb927.10.3970,75069.0,84427.0,81774.0,90350.0,95834.0,90033.0,"hypothetical protein, conserved"
5237,Tb927.11.12220,448890.0,523110.0,467200.0,566100.0,541690.0,546180.0,catalytic subunit of the vacuolar transporter chaperone 4
5238,Tb927.8.2660,884080.0,1027200.0,932120.0,982710.0,982530.0,976430.0,"Galactose oxidase, central domain containing protein, putative"
5239,Tb927.3.3810,94646.0,115980.0,115010.0,105300.0,106270.0,111100.0,"Etoposide-induced protein 2.4 (EI24), putative"
5240,Tb927.10.8570,65031.0,68260.0,63429.0,66331.0,70734.0,68133.0,"hypothetical protein, conserved"
5241,Tb927.6.1570,569310.0,680000.0,657070.0,639310.0,589020.0,650140.0,"2-hydroxy-3-oxopropionate reductase, putative"
5242,Tb927.10.14390,600530.0,672440.0,621930.0,755020.0,759810.0,740660.0,FACT complex subunit POB3
5243,Tb927.11.10210,257520.0,292650.0,277560.0,284690.0,289900.0,276920.0,"hypothetical protein, conserved"
5244,Tb927.8.5760,464200.0,516240.0,486910.0,571910.0,581820.0,581360.0,"Ankyrin repeats (many copies)/Alpha/beta hydrolase family, putative"
5245,Tb927.2.6000,676330.0,768920.0,706770.0,698400.0,704170.0,705190.0,glycosylphosphatidylinositol-specific phospholipase C
5246,Tb927.11.6230,579470.0,652340.0,591160.0,652680.0,646950.0,638200.0,"protein transport protein SEC61 subunit alpha, putative"
5247,Tb927.11.13980,222620.0,242920.0,226370.0,251560.0,243000.0,255660.0,Outer row dynein-assembly protein 7
5248,Tb927.11.8300,245340.0,281190.0,265620.0,307560.0,295730.0,299760.0,"hypothetical protein, conserved"
5249,Tb927.8.560,331530.0,369180.0,331130.0,360840.0,353450.0,362150.0,"hypothetical protein, conserved"
5250,Tb927.6.2940,169610.0,189070.0,178000.0,188210.0,180990.0,181150.0,"phosphopantothenoylcysteine decarboxylase, putative"
5251,Tb927.11.15930,54515.0,64629.0,58626.0,66287.0,66485.0,61226.0,"Sybindin-like family, putative"
5252,Tb927.4.2390,268540.0,303890.0,288610.0,312570.0,309670.0,297490.0,"ATP-dependent RNA helicase, putative"
5253,Tb927.11.16760,1584700.0,1808900.0,1641500.0,2085200.0,2012200.0,2001700.0,"T-complex protein 1, alpha subunit, putative"
5254,Tb927.10.8240,479690.0,530730.0,497030.0,585420.0,581950.0,568360.0,Cytokinesis initiation factor 4
5255,Tb927.11.7180,168970.0,193650.0,179600.0,192430.0,193770.0,192140.0,"MORN repeat, putative"
5256,Tb927.2.4510,218840.0,267550.0,233730.0,244180.0,244340.0,251900.0,cdc2-related kinase 9
5257,Tb927.1.3410,94839.0,106260.0,101200.0,106500.0,113510.0,109660.0,"hypothetical protein, conserved"
5258,Tb927.7.2950,383940.0,451070.0,402650.0,495430.0,491700.0,495260.0,"ATPase family associated with various cellular activities (AAA), putative"
5259,Tb927.8.7420,423590.0,471520.0,439410.0,453980.0,457120.0,457280.0,"TerD domain containing protein, putative"
5260,Tb927.6.1960,181340.0,205250.0,184140.0,223720.0,217500.0,220970.0,"glycosyltransferase family 28 protein, putative"
5261,Tb927.3.5420,521470.0,602310.0,541660.0,668130.0,649980.0,639530.0,protein transport protein Sec24
5262,Tb927.10.16160,1422.7,921.67,1332.7,1184.8,988.4,1414.3,"STE group serine/threonine-protein kinase, putative"
5263,Tb927.11.12080,4666.4,5786.0,4836.1,4628.6,6122.9,6499.6,N-acetyl-D-glucosaminylphosphatidylinositol de-N-acetylase
5264,Tb927.11.3470,164310.0,198650.0,169260.0,182580.0,181170.0,179610.0,"endosomal integral membrane protein, putative"
5265,Tb927.9.5240,323870.0,363550.0,341800.0,370140.0,349530.0,367180.0,"mismatch repair protein MSH3, putative"
5266,Tb927.11.16060,5937.8,7478.3,6793.4,6681.8,7206.1,5777.9,"zinc finger protein, putative"
5267,Tb927.6.4260,58468.0,66309.0,64877.0,54233.0,56483.0,54364.0,"hypothetical protein, conserved"
5268,Tb927.11.14330,847490.0,963010.0,884670.0,960630.0,941360.0,937200.0,"HECT-domain (ubiquitin-transferase), putative"
5269,Tb927.9.14030,309480.0,333530.0,305200.0,373700.0,345540.0,354670.0,"hypothetical protein, conserved"
5270,Tb927.1.2230,120680.0,141250.0,126890.0,163770.0,146490.0,152080.0,small myristoylated protein 1-1
5271,Tb927.10.4040,418860.0,454440.0,424620.0,499060.0,501800.0,495600.0,3-keto-dihydrosphingosine reductase
5272,Tb927.11.8940,69125.0,76113.0,76084.0,92579.0,85987.0,83656.0,protein lipid droplet kinase (LDK)
5273,Tb927.6.3280,473260.0,557740.0,505330.0,524260.0,521690.0,530680.0,"cyclosome subunit 1, putative"
5274,Tb927.11.13990,19613.0,21337.0,20197.0,17918.0,19345.0,19822.0,GDP-L-fucose synthetase
5275,Tb927.11.11080,299170.0,327610.0,314550.0,413630.0,401230.0,404940.0,Nucleoporin NUP149
5276,Tb927.10.14040,479360.0,537960.0,476720.0,613680.0,615630.0,601110.0,"vacuolar ATP synthase subunit c, putative"
5277,Tb11.v5.0638,483300.0,546330.0,504300.0,582000.0,586300.0,580840.0,"serine carboxypeptidase III precursor, putative"
5278,Tb927.11.1440,118900.0,139070.0,123160.0,137630.0,134650.0,132330.0,"hypothetical protein, conserved"
5279,Tb927.6.4300,8849900.0,10906000.0,9409100.0,8409900.0,8332600.0,8640800.0,"glyceraldehyde 3-phosphate dehydrogenase, glycosomal"
5280,Tb927.11.2280,519490.0,597970.0,564930.0,563490.0,555150.0,576690.0,"BRO1-like domain/ALIX V-shaped domain binding to HIV, putative"
5281,Tb927.11.3900,130280.0,147710.0,139230.0,171950.0,170770.0,173200.0,"glycosyltransferase family-like protein, putative"
5282,Tb927.1.3230,121270.0,131290.0,124560.0,138640.0,137420.0,141710.0,"cell division cycle protein, putative"
5283,Tb927.11.11280,539210.0,622440.0,556430.0,595720.0,592240.0,599040.0,"hypothetical protein, conserved"
5284,Tb927.11.7670,352970.0,415960.0,381390.0,453310.0,446820.0,452960.0,"Cornifin (SPRR) family, putative"
5285,Tb927.5.1860,52021.0,65999.0,54628.0,61280.0,59876.0,58623.0,"hypothetical protein, conserved"
5286,Tb927.9.10920,638550.0,730990.0,681280.0,728860.0,744310.0,733160.0,kinetoplastid kinetochore protein 3
5287,Tb927.7.2650,1084200.0,1242600.0,1113800.0,1250700.0,1207700.0,1240900.0,Cytoskeleton associated protein 51V
5288,Tb927.9.2630,226890.0,258380.0,238610.0,258940.0,254900.0,251770.0,"hypothetical protein, conserved"
5289,Tb927.10.8920,66709.0,73075.0,69688.0,93285.0,94760.0,89424.0,"ras-like small GTPase, putative"
5290,Tb927.8.6660,1421700.0,1590500.0,1493500.0,1552700.0,1536600.0,1548400.0,"paraflagellar rod component, putative"
5291,Tb927.11.12470,442720.0,506220.0,458170.0,497960.0,487310.0,489670.0,"hypothetical protein, conserved"
5292,Tb927.3.5100,180420.0,204240.0,187050.0,205000.0,195360.0,204070.0,tfiih basal transcription factor complex helicase xpb subunit
5293,Tb927.9.13100,129470.0,151060.0,137310.0,152410.0,149580.0,152490.0,"ankyrin repeat protein, putative"
5294,Tb927.11.2590,271520.0,312980.0,282270.0,298410.0,298390.0,309880.0,Flagellum attachment zone protein 12
5295,Tb927.11.280,194020.0,219690.0,207890.0,237270.0,240650.0,235620.0,"hypothetical protein, conserved"
5296,Tb927.4.1700,121090.0,136500.0,130250.0,153950.0,152540.0,151740.0,"CK1/TTBK protein kinase, putative"
5297,Tb927.10.10330,159660.0,174850.0,171330.0,166110.0,169100.0,162660.0,Anaphase-promoting complex subunit CDC27
5298,Tb927.7.180,201100.0,227420.0,220210.0,462970.0,457300.0,451910.0,"Trypanosomal VSG domain containing protein, putative"
5299,Tb927.3.1130,69439.0,80752.0,76297.0,80617.0,83020.0,79425.0,"DNA polymerase delta subunit 2, putative"
5300,Tb927.9.6150,34536.0,41345.0,41401.0,39609.0,40583.0,38555.0,"protein phosphatase 2A regulatory subunit, putative"
5301,Tb927.3.2890,448690.0,506320.0,473010.0,501760.0,497150.0,491400.0,"radial spoke protein RSP10, putative"
5302,Tb927.8.3310,283250.0,332900.0,303950.0,302330.0,307340.0,313080.0,Elongator-like Protein 3b
5303,Tb927.7.4030,293490.0,336380.0,296000.0,365090.0,356180.0,361140.0,"hypothetical protein, conserved"
5304,Tb927.9.1750,2312800.0,2582500.0,2386100.0,2563600.0,2549200.0,2494800.0,"Fibronectin type III domain containing protein, putative"
5305,Tb927.5.4260,1287500.0,1553700.0,1363800.0,1293500.0,1274100.0,1319600.0,"histone H4, putative"
5306,Tb927.2.170,129260.0,142490.0,136430.0,147950.0,150990.0,145000.0,"leucine-rich repeat protein 1 (LRRP1), putative"
5307,Tb927.6.2520,180870.0,200570.0,182840.0,212060.0,203150.0,213540.0,"hypothetical protein, conserved"
5308,Tb927.4.2710,140010.0,145840.0,139490.0,168580.0,171670.0,164710.0,"ubiquitin-conjugating enzyme E2, putative"
5309,Tb927.4.2080,2171700.0,2487200.0,2219300.0,2349700.0,2289700.0,2281700.0,Coiled-coil and C2 domain-containing protein
5310,Tb927.8.3590,248320.0,279400.0,268680.0,282020.0,283950.0,279260.0,"hypothetical protein, conserved"
5311,Tb927.10.7550,327980.0,383380.0,349530.0,356970.0,349340.0,348760.0,"hypothetical protein, conserved"
5312,Tb927.8.4680,144510.0,158600.0,150040.0,164370.0,163240.0,166400.0,"Spinocerebellar ataxia type 10 protein domain containing protein, putative"
5313,Tb927.2.2950,433660.0,472130.0,448040.0,554640.0,559850.0,528680.0,"Nop14-like family, putative"
5314,Tb927.8.3270,58770.0,69003.0,61410.0,79946.0,78507.0,75484.0,hypothetical protein
5315,Tb927.10.290,459070.0,547090.0,491600.0,555470.0,537610.0,533870.0,"proteasome alpha 2 subunit, putative"
5316,Tb927.3.5360,50901.0,62561.0,57149.0,61453.0,58833.0,63266.0,"FHA domain containing protein, putative"
5317,Tb927.8.1050,375320.0,426490.0,386650.0,408580.0,406020.0,403970.0,SUMO-interacting motif-containing protein
5318,Tb927.5.4090,96541.0,107530.0,99162.0,115780.0,113180.0,113510.0,FGR1 oncogene partner-like protein
5319,Tb927.4.1660,396750.0,462210.0,416780.0,459750.0,453610.0,457560.0,"mitochondrial carrier protein, putative"
5320,Tb927.10.15480,50801.0,57925.0,56195.0,56038.0,57158.0,54958.0,"transporter, putative"
5321,Tb927.1.90,132000.0,143190.0,119040.0,144770.0,139240.0,137940.0,"retrotransposon hot spot protein (RHS, pseudogene), putative"
5322,Tb927.8.6840,127400.0,151760.0,132810.0,136760.0,142080.0,144120.0,mismatch repair protein MLH1
5323,Tb927.8.3010,504710.0,560780.0,517310.0,598410.0,577890.0,573840.0,"hook complex protein, conserved"
5324,Tb927.4.2350,267000.0,358390.0,286640.0,344310.0,343370.0,347890.0,twinfilin
5325,Tb927.10.250,139050.0,152630.0,142870.0,149930.0,144380.0,147050.0,"hypothetical protein, conserved"
5326,Tb927.11.1410,195930.0,220040.0,205450.0,263400.0,264030.0,265810.0,"class I transcription factor A, subunit 3"
5327,Tb927.7.2350,289690.0,326600.0,307250.0,315500.0,312930.0,318980.0,"hypothetical protein, conserved"
5328,Tb927.11.700,86019.0,90762.0,95249.0,93528.0,91639.0,91319.0,"hypothetical protein, conserved"
5329,Tb927.5.4060,193170.0,215630.0,209920.0,270570.0,270930.0,274360.0,"Nicastrin, putative"
5330,Tb927.11.12970,103680.0,120830.0,109900.0,122740.0,123530.0,122230.0,"hypothetical protein, conserved"
5331,Tb927.9.1410,175950.0,196440.0,189680.0,244960.0,250200.0,243270.0,SUMO-interacting motif-containing protein
5332,Tb927.3.5090,293550.0,348980.0,313490.0,382510.0,379250.0,376570.0,"tryparedoxin 2, putative"
5333,Tb927.10.11570,152610.0,166550.0,157400.0,183080.0,182240.0,186160.0,"hypothetical protein, conserved"
5334,Tb927.11.14590,437260.0,500300.0,461020.0,513740.0,494750.0,515110.0,G5-interacting protein
5335,Tb927.7.5750,267720.0,308970.0,282990.0,324500.0,327010.0,326510.0,Anaphase promoting complex-associated Protein AP2
5336,Tb927.8.820,375540.0,415960.0,384690.0,537100.0,522120.0,526810.0,"VID27 cytoplasmic protein, putative"
5337,Tb927.1.2260,613050.0,691210.0,632900.0,646060.0,642650.0,637050.0,small myristoylated protein 1-2
5338,Tb927.7.920,2510300.0,2830700.0,2621400.0,2753000.0,2708600.0,2704300.0,Inner arm dynein 5-1
5339,Tb927.11.4660,173220.0,197680.0,183100.0,180890.0,187280.0,187540.0,Kinesin-13 2
5340,Tb927.2.2270,55024.0,57503.0,52922.0,65451.0,71523.0,68210.0,"hypothetical protein, conserved"
5341,Tb927.8.5020,422930.0,472280.0,443150.0,467750.0,469560.0,473820.0,"hypothetical protein, conserved"
5342,Tb927.9.9410,194790.0,217030.0,201850.0,184990.0,195190.0,189430.0,inositol phosphorylceramide synthase
5343,Tb927.8.7950,514800.0,587520.0,540580.0,617490.0,590960.0,612800.0,Flagellar Member 4
5344,Tb927.3.3800,81592.0,100010.0,90439.0,92629.0,89970.0,94114.0,"hypothetical protein, conserved"
5345,Tb927.2.1700,395080.0,452250.0,412810.0,441030.0,454130.0,449400.0,Enriched in surface-labeled proteome protein 10
5346,Tb927.8.4210,526940.0,593750.0,534870.0,689050.0,648440.0,660370.0,"basal body component, putative"
5347,Tb927.1.4490,222530.0,244090.0,222210.0,315760.0,305100.0,290240.0,"acetyltransferase, putative"
5348,Tb927.7.660,28002.0,31710.0,31860.0,36804.0,40628.0,38817.0,"Cupin-like domain containing protein, putative"
5349,Tb927.11.13930,235790.0,263070.0,245510.0,285910.0,289370.0,285980.0,"U3 small nucleolar ribonucleoprotein protein IMP3, putative"
5350,Tb927.9.9810,179610.0,224660.0,180030.0,243710.0,223560.0,234020.0,"hypothetical protein, conserved"
5351,Tb927.11.5910,632850.0,729000.0,643940.0,730490.0,711370.0,738460.0,"WASH complex subunit 7, N-terminal/WASH complex subunit 7/WASH complex subunit 7, C-terminal, putative"
5352,Tb927.11.9910,340730.0,388310.0,361580.0,453720.0,450560.0,459260.0,"Domain of unknown function (DUF3846)/TPR repeat, putative"
5353,Tb927.11.7440,107800.0,130750.0,112950.0,142380.0,133390.0,139820.0,"hypothetical protein, conserved"
5354,Tb927.11.2570,674630.0,772060.0,697590.0,789210.0,779180.0,770090.0,"hypothetical protein, conserved"
5355,Tb927.4.3140,386490.0,429670.0,386970.0,550110.0,549990.0,539130.0,Ribosome maturation protein SDO1
5356,Tb927.11.5740,301010.0,335940.0,315560.0,336260.0,334440.0,323180.0,formin-like protein
5357,Tb927.9.11960,134790.0,142560.0,139030.0,156220.0,160440.0,159150.0,"hypothetical protein, conserved"
5358,Tb927.10.10050,32095.0,37984.0,36741.0,38354.0,36634.0,38146.0,"hypothetical protein, conserved"
5359,Tb927.7.5500,107520.0,122530.0,111970.0,120550.0,118160.0,120870.0,"hypothetical protein, conserved"
5360,Tb927.2.690,67617.0,66115.0,63204.0,66349.0,63754.0,70106.0,"leucine-rich repeat protein (LRRP), putative"
5361,Tb927.8.3800,257010.0,291030.0,266750.0,348920.0,351540.0,350830.0,"guanosine diphosphatase, putative"
5362,Tb927.8.5770,97853.0,117230.0,110550.0,108620.0,115020.0,109860.0,Elongator-like Protein 3a
5363,Tb927.3.3650,252310.0,279830.0,268470.0,262960.0,265540.0,256030.0,"hypothetical protein, conserved"
5364,Tb927.11.4120,82433.0,96744.0,88673.0,100900.0,102330.0,100950.0,"leucine-rich repeat protein (LRRP), putative"
5365,Tb927.3.4800,268650.0,298230.0,275080.0,321840.0,311570.0,310330.0,"hypothetical protein, conserved"
5366,Tb927.1.1720,204570.0,233080.0,211710.0,233910.0,236950.0,231670.0,"cyclophilin 15, putative"
5367,Tb927.11.4180,202590.0,235500.0,214410.0,225220.0,232960.0,230130.0,"PSP1 C-terminal conserved region, putative"
5368,Tb927.8.8120,280270.0,320240.0,288740.0,338900.0,343550.0,337770.0,"hypothetical protein, conserved"
5369,Tb927.3.980,269520.0,312640.0,292470.0,316030.0,316770.0,319460.0,"hypothetical protein, conserved"
5370,Tb927.4.2200,217900.0,258080.0,235890.0,279940.0,270100.0,281440.0,"Sec7 domain containing protein, putative"
5371,Tb927.10.10780,135150.0,144750.0,138490.0,155850.0,151390.0,153920.0,"hypothetical protein, conserved"
5372,Tb927.10.7580,193770.0,222740.0,208260.0,212410.0,216150.0,222930.0,"Exportin-5, putative"
5373,Tb927.6.4220,138120.0,156390.0,149410.0,163780.0,153400.0,159130.0,mitogen-activated protein kinase 5
5374,Tb927.5.4350,119410.0,131440.0,126110.0,134900.0,134450.0,128850.0,Nudix hydrolase 2
5375,Tb927.6.1500,658010.0,734570.0,677240.0,722510.0,749600.0,716490.0,alkyl-dihydroxyacetone phosphate synthase
5376,Tb927.7.6580,128660.0,144880.0,136390.0,124720.0,121550.0,119040.0,hypothetical protein
5377,Tb927.10.6600,93799.0,108200.0,95025.0,114600.0,110270.0,107290.0,Kinetoplastid kinetochore protein 23
5378,Tb927.10.13510,396650.0,452180.0,425910.0,480620.0,471740.0,470060.0,"zinc metallopeptidase, putative"
5379,Tb927.11.9120,83197.0,89381.0,81965.0,121960.0,130520.0,128760.0,"SNF2 family N-terminal domain/Ring finger domain containing protein, putative"
5380,Tb927.7.5620,47763.0,57393.0,49506.0,55381.0,53843.0,51358.0,"SET domain containing protein, putative"
5381,Tb927.7.6760,22248.0,28177.0,27523.0,25217.0,25733.0,25035.0,"hypothetical protein, conserved"
5382,Tb927.5.3510,1139200.0,1298400.0,1181300.0,1329200.0,1282100.0,1305800.0,"structural maintenance of chromosome 3 , putative"
5383,Tb927.8.1720,99661.0,111720.0,108070.0,122840.0,118600.0,121380.0,"phosphatidylglycerolphosphate synthase, mitochondrial"
5384,Tb927.10.8170,839380.0,928050.0,877560.0,990270.0,990540.0,971090.0,Nucleoporin NUP144
5385,Tb927.11.6840,193070.0,217710.0,205360.0,204290.0,203750.0,199160.0,"hypothetical protein, conserved"
5386,Tb927.5.3250,533590.0,610940.0,566290.0,686540.0,678140.0,673020.0,"hypothetical protein, conserved"
5387,Tb927.8.1800,30210.0,35284.0,31263.0,37011.0,33715.0,36077.0,"Eukaryotic membrane protein family, putative"
5388,Tb927.6.3510,139370.0,157840.0,145450.0,151930.0,154830.0,153780.0,"tRNA modification enzyme, putative"
5389,Tb927.4.5070,108390.0,122860.0,106490.0,119250.0,115380.0,114300.0,"CRAL/TRIO domain containing protein, putative"
5390,Tb927.6.3130,318880.0,357330.0,334050.0,389430.0,381090.0,375170.0,"queuine tRNA-ribosyltransferase, putative"
5391,Tb927.8.4660,232310.0,268710.0,251490.0,268930.0,263260.0,262290.0,"hypothetical protein, conserved"
5392,Tb927.8.5080,302250.0,349220.0,319580.0,348510.0,343840.0,345290.0,"fatty-acid amide hydrolase, putative"
5393,Tb927.11.14480,43371.0,50549.0,45290.0,47779.0,47224.0,47197.0,"ubiquitin carboxyl-terminal hydrolase, putative"
5394,Tb08.27P2.400,9153.7,9644.4,8945.4,14919.0,15260.0,14602.0,"expression site-associated gene 3 (ESAG3), degenerate"
5395,Tb927.9.1360,96552.0,133180.0,108760.0,118000.0,117370.0,125500.0,"hypothetical protein, conserved"
5396,Tb927.5.1540,348220.0,395480.0,365260.0,383510.0,367710.0,381550.0,"hypothetical protein, conserved"
5397,Tb927.3.4420,257540.0,272510.0,252890.0,280450.0,282070.0,281500.0,"hypothetical protein, conserved"
5398,Tb927.4.4070,321260.0,366720.0,338030.0,316870.0,302020.0,309310.0,"mevalonate kinase, putative"
5399,Tb927.11.4530,195560.0,215700.0,199140.0,230170.0,236120.0,237720.0,N-acetyltransferase subunit ARD1
5400,Tb927.10.6790,60779.0,71214.0,62656.0,69705.0,70165.0,74721.0,Gamma-tubulin complex component 3-like protein
5401,Tb927.10.7280,537650.0,578650.0,545470.0,593470.0,594360.0,593710.0,"pre-mRNA splicing factor ATP-dependent RNA helicase, putative"
5402,Tb927.8.4780,3221800.0,3652800.0,3341800.0,3390600.0,3308000.0,3369900.0,Flagellar Member 3
5403,Tb927.11.10090,382890.0,444210.0,399000.0,474070.0,472520.0,466980.0,"hypothetical protein, conserved"
5404,Tb927.6.3410,34266.0,40308.0,39174.0,43486.0,48255.0,45347.0,"hypothetical protein, conserved"
5405,Tb927.4.1520,14367.0,13306.0,13463.0,16460.0,14158.0,15929.0,"Simiate family protein, putative"
5406,Tb927.3.2120,180200.0,219060.0,184240.0,231720.0,214850.0,221270.0,"hypothetical protein, conserved"
5407,Tb927.5.4310,217540.0,243160.0,227540.0,263470.0,266410.0,261160.0,"GTP-binding protein, putative"
5408,Tb927.10.12950,195520.0,217830.0,197580.0,210960.0,212680.0,212410.0,Basal body protein
5409,Tb927.4.1270,1029700.0,1183300.0,1091000.0,1125000.0,1131700.0,1104900.0,"ruvB-like DNA helicase, putative"
5410,Tb927.3.5200,33560.0,38028.0,36307.0,37202.0,39074.0,37756.0,"hypothetical protein, conserved"
5411,Tb927.4.1350,128880.0,143960.0,141030.0,203360.0,195130.0,199600.0,glyoxalase II
5412,Tb927.8.6000,196540.0,228260.0,208170.0,356230.0,350280.0,339160.0,"fatty acid desaturase, putative"
